[2026-03-12 13:05:52] debug: 	z2m: Removing old log directory '/config/zigbee2mqtt/log/2026-03-11.21-50-26'
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: --- parseNext [254,5,69,196,17,195,1,53,63,93]
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: --> parsed 5 - 2 - 5 - 196 - [17,195,1,53,63] - 93
[2026-03-12 13:21:49] debug: 	zh:zstack:znp: <-- AREQ: ZDO - srcRtgInd
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: <-- [254,28,68,129,0,0,0,4,17,195,2,1,0,87,0,142,5,120,0,0,8,8,249,10,0,0,33,36,76,53,63,28,4]
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: --- parseNext [254,28,68,129,0,0,0,4,17,195,2,1,0,87,0,142,5,120,0,0,8,8,249,10,0,0,33,36,76,53,63,28,4]
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: --> parsed 28 - 2 - 4 - 129 - [0,0,0,4,17,195,2,1,0,87,0,142,5,120,0,0,8,8,249,10,0,0,33,36,76,53,63,28] - 4
[2026-03-12 13:21:49] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":1024,"srcaddr":49937,"srcendpoint":2,"dstendpoint":1,"wasbroadcast":0,"linkquality":87,"securityuse":0,"timestamp":7865742,"transseqnumber":0,"len":8,"data":{"type":"Buffer","data":[8,249,10,0,0,33,36,76]}}
[2026-03-12 13:21:49] debug: 	zh:controller: Received payload: clusterID=1024, address=49937, groupID=0, endpoint=2, destinationEndpoint=1, wasBroadcast=false, linkQuality=87, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":249,"commandIdentifier":10},"payload":[{"attrId":0,"dataType":33,"attrData":19492}],"command":{"ID":10,"name":"report","parameters":[{"name":"attrId","type":9},{"name":"dataType","type":8},{"name":"attrData","type":1000}]}}
[2026-03-12 13:21:49] debug: 	zh:controller:endpoint: ZCL command 0x001788010916738d/2 msIlluminanceMeasurement.defaultRsp({"cmdId":10,"statusCode":0}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":1,"reservedBits":0,"transactionSequenceNumber":249,"writeUndiv":false})
[2026-03-12 13:21:49] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0x001788010916738d:49937/2 (0,0,1)
[2026-03-12 13:21:49] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":49937,"destendpoint":2,"srcendpoint":1,"clusterid":1024,"transid":96,"options":0,"radius":30,"len":5,"data":{"type":"Buffer","data":[24,249,11,10,0]}}
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:writer: --> frame [254,15,36,1,17,195,2,1,0,4,96,0,30,5,24,249,11,10,0,100]
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:21:49] debug: 	z2m: Received Zigbee message from 'Hue-Motiondetect', type 'attributeReport', cluster 'msIlluminanceMeasurement', data '{"measuredValue":19492}' from endpoint 2 with groupID 0
[2026-03-12 13:21:49] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue-Motiondetect', payload '{"battery":100,"illuminance":89,"illuminance_raw":19492,"led_indication":true,"linkquality":87,"motion_sensitivity":"low","occupancy":true,"occupancy_timeout":6403,"temperature":21.91,"update":{"installed_version":1124103169,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/Sensor-ATmega_0012.sbl-ota","latest_version":1124102917,"state":"idle"}}'
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2026-03-12 13:21:49] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,96,166]
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,96,166]
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,96] - 166
[2026-03-12 13:21:49] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":96}
[2026-03-12 13:21:49] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:21:52] debug: 	zh:zstack:unpi:parser: <-- [254,32,68,129,0,0,25,0,65,229,1,13,0,204,0,200,107,122,0,0,12,1,26,1,0,102,17,32,1,48,106,2,32,65,229,29,192]
[2026-03-12 13:21:52] debug: 	zh:zstack:unpi:parser: --- parseNext [254,32,68,129,0,0,25,0,65,229,1,13,0,204,0,200,107,122,0,0,12,1,26,1,0,102,17,32,1,48,106,2,32,65,229,29,192]
[2026-03-12 13:21:52] debug: 	zh:zstack:unpi:parser: --> parsed 32 - 2 - 4 - 129 - [0,0,25,0,65,229,1,13,0,204,0,200,107,122,0,0,12,1,26,1,0,102,17,32,1,48,106,2,32,65,229,29] - 192
[2026-03-12 13:21:52] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":25,"srcaddr":58689,"srcendpoint":1,"dstendpoint":13,"wasbroadcast":0,"linkquality":204,"securityuse":0,"timestamp":8022984,"transseqnumber":0,"len":12,"data":{"type":"Buffer","data":[1,26,1,0,102,17,32,1,48,106,2,32]}}
[2026-03-12 13:21:52] debug: 	zh:controller: Received payload: clusterID=25, address=58689, groupID=0, endpoint=1, destinationEndpoint=13, wasBroadcast=false, linkQuality=204, frame={"header":{"frameControl":{"frameType":1,"manufacturerSpecific":false,"direction":0,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":26,"commandIdentifier":1},"payload":{"fieldControl":0,"manufacturerCode":4454,"imageType":288,"fileVersion":537029168},"command":{"ID":1,"response":2,"parameters":[{"name":"fieldControl","type":24},{"name":"manufacturerCode","type":33},{"name":"imageType","type":33,"max":65471},{"name":"fileVersion","type":35},{"name":"hardwareVersion","type":33,"conditions":[{"type":"bitMaskSet","param":"fieldControl","mask":1}]}],"required":true,"name":"queryNextImageRequest"}}
[2026-03-12 13:21:52] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:21:52] debug: 	z2m: Received Zigbee message from 'PC-Lampe', type 'commandQueryNextImageRequest', cluster 'genOta', data '{"fieldControl":0,"fileVersion":537029168,"imageType":288,"manufacturerCode":4454}' from endpoint 1 with groupID 0
[2026-03-12 13:21:52] debug: 	z2m: Device 'PC-Lampe' requested OTA
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: <-- [254,5,69,196,17,195,1,53,63,93]
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: --- parseNext [254,5,69,196,17,195,1,53,63,93]
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: --> parsed 5 - 2 - 5 - 196 - [17,195,1,53,63] - 93
[2026-03-12 13:21:59] debug: 	zh:zstack:znp: <-- AREQ: ZDO - srcRtgInd
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: <-- [254,28,68,129,0,0,0,4,17,195,2,1,0,87,0,199,135,129,0,0,8,8,250,10,0,0,33,20,76,53,63,28,5]
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: --- parseNext [254,28,68,129,0,0,0,4,17,195,2,1,0,87,0,199,135,129,0,0,8,8,250,10,0,0,33,20,76,53,63,28,5]
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: --> parsed 28 - 2 - 4 - 129 - [0,0,0,4,17,195,2,1,0,87,0,199,135,129,0,0,8,8,250,10,0,0,33,20,76,53,63,28] - 5
[2026-03-12 13:21:59] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":1024,"srcaddr":49937,"srcendpoint":2,"dstendpoint":1,"wasbroadcast":0,"linkquality":87,"securityuse":0,"timestamp":8488903,"transseqnumber":0,"len":8,"data":{"type":"Buffer","data":[8,250,10,0,0,33,20,76]}}
[2026-03-12 13:21:59] debug: 	zh:controller: Received payload: clusterID=1024, address=49937, groupID=0, endpoint=2, destinationEndpoint=1, wasBroadcast=false, linkQuality=87, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":250,"commandIdentifier":10},"payload":[{"attrId":0,"dataType":33,"attrData":19476}],"command":{"ID":10,"name":"report","parameters":[{"name":"attrId","type":9},{"name":"dataType","type":8},{"name":"attrData","type":1000}]}}
[2026-03-12 13:21:59] debug: 	zh:controller:endpoint: ZCL command 0x001788010916738d/2 msIlluminanceMeasurement.defaultRsp({"cmdId":10,"statusCode":0}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":1,"reservedBits":0,"transactionSequenceNumber":250,"writeUndiv":false})
[2026-03-12 13:21:59] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0x001788010916738d:49937/2 (0,0,1)
[2026-03-12 13:21:59] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":49937,"destendpoint":2,"srcendpoint":1,"clusterid":1024,"transid":97,"options":0,"radius":30,"len":5,"data":{"type":"Buffer","data":[24,250,11,10,0]}}
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:writer: --> frame [254,15,36,1,17,195,2,1,0,4,97,0,30,5,24,250,11,10,0,102]
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:21:59] debug: 	z2m: Received Zigbee message from 'Hue-Motiondetect', type 'attributeReport', cluster 'msIlluminanceMeasurement', data '{"measuredValue":19476}' from endpoint 2 with groupID 0
[2026-03-12 13:21:59] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue-Motiondetect', payload '{"battery":100,"illuminance":89,"illuminance_raw":19476,"led_indication":true,"linkquality":87,"motion_sensitivity":"low","occupancy":true,"occupancy_timeout":6403,"temperature":21.91,"update":{"installed_version":1124103169,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/Sensor-ATmega_0012.sbl-ota","latest_version":1124102917,"state":"idle"}}'
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2026-03-12 13:21:59] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,97,167]
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,97,167]
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,97] - 167
[2026-03-12 13:21:59] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":97}
[2026-03-12 13:21:59] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: <-- [254,5,69,196,17,195,1,53,63,93]
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: --- parseNext [254,5,69,196,17,195,1,53,63,93]
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: --> parsed 5 - 2 - 5 - 196 - [17,195,1,53,63] - 93
[2026-03-12 13:22:09] debug: 	zh:zstack:znp: <-- AREQ: ZDO - srcRtgInd
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: <-- [254,28,68,129,0,0,0,4,17,195,2,1,0,87,0,125,16,139,0,0,8,8,251,10,0,0,33,4,76,53,63,28,51]
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: --- parseNext [254,28,68,129,0,0,0,4,17,195,2,1,0,87,0,125,16,139,0,0,8,8,251,10,0,0,33,4,76,53,63,28,51]
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: --> parsed 28 - 2 - 4 - 129 - [0,0,0,4,17,195,2,1,0,87,0,125,16,139,0,0,8,8,251,10,0,0,33,4,76,53,63,28] - 51
[2026-03-12 13:22:09] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":1024,"srcaddr":49937,"srcendpoint":2,"dstendpoint":1,"wasbroadcast":0,"linkquality":87,"securityuse":0,"timestamp":9113725,"transseqnumber":0,"len":8,"data":{"type":"Buffer","data":[8,251,10,0,0,33,4,76]}}
[2026-03-12 13:22:09] debug: 	zh:controller: Received payload: clusterID=1024, address=49937, groupID=0, endpoint=2, destinationEndpoint=1, wasBroadcast=false, linkQuality=87, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":251,"commandIdentifier":10},"payload":[{"attrId":0,"dataType":33,"attrData":19460}],"command":{"ID":10,"name":"report","parameters":[{"name":"attrId","type":9},{"name":"dataType","type":8},{"name":"attrData","type":1000}]}}
[2026-03-12 13:22:09] debug: 	zh:controller:endpoint: ZCL command 0x001788010916738d/2 msIlluminanceMeasurement.defaultRsp({"cmdId":10,"statusCode":0}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":1,"reservedBits":0,"transactionSequenceNumber":251,"writeUndiv":false})
[2026-03-12 13:22:09] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0x001788010916738d:49937/2 (0,0,1)
[2026-03-12 13:22:09] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":49937,"destendpoint":2,"srcendpoint":1,"clusterid":1024,"transid":98,"options":0,"radius":30,"len":5,"data":{"type":"Buffer","data":[24,251,11,10,0]}}
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:writer: --> frame [254,15,36,1,17,195,2,1,0,4,98,0,30,5,24,251,11,10,0,100]
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:22:09] debug: 	z2m: Received Zigbee message from 'Hue-Motiondetect', type 'attributeReport', cluster 'msIlluminanceMeasurement', data '{"measuredValue":19460}' from endpoint 2 with groupID 0
[2026-03-12 13:22:09] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue-Motiondetect', payload '{"battery":100,"illuminance":88,"illuminance_raw":19460,"led_indication":true,"linkquality":87,"motion_sensitivity":"low","occupancy":true,"occupancy_timeout":6403,"temperature":21.91,"update":{"installed_version":1124103169,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/Sensor-ATmega_0012.sbl-ota","latest_version":1124102917,"state":"idle"}}'
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2026-03-12 13:22:09] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,98,164]
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,98,164]
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,98] - 164
[2026-03-12 13:22:09] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":98}
[2026-03-12 13:22:09] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: <-- [254,5,69,196,17,195,1,53,63,93]
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: --- parseNext [254,5,69,196,17,195,1,53,63,93]
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: --> parsed 5 - 2 - 5 - 196 - [17,195,1,53,63] - 93
[2026-03-12 13:22:19] debug: 	zh:zstack:znp: <-- AREQ: ZDO - srcRtgInd
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: <-- [254,28,68,129,0,0,0,4,17,195,2,1,0,83,0,135,146,148,0,0,8,8,252,10,0,0,33,249,75,53,63,28,173]
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: --- parseNext [254,28,68,129,0,0,0,4,17,195,2,1,0,83,0,135,146,148,0,0,8,8,252,10,0,0,33,249,75,53,63,28,173]
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: --> parsed 28 - 2 - 4 - 129 - [0,0,0,4,17,195,2,1,0,83,0,135,146,148,0,0,8,8,252,10,0,0,33,249,75,53,63,28] - 173
[2026-03-12 13:22:19] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":1024,"srcaddr":49937,"srcendpoint":2,"dstendpoint":1,"wasbroadcast":0,"linkquality":83,"securityuse":0,"timestamp":9736839,"transseqnumber":0,"len":8,"data":{"type":"Buffer","data":[8,252,10,0,0,33,249,75]}}
[2026-03-12 13:22:19] debug: 	zh:controller: Received payload: clusterID=1024, address=49937, groupID=0, endpoint=2, destinationEndpoint=1, wasBroadcast=false, linkQuality=83, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":252,"commandIdentifier":10},"payload":[{"attrId":0,"dataType":33,"attrData":19449}],"command":{"ID":10,"name":"report","parameters":[{"name":"attrId","type":9},{"name":"dataType","type":8},{"name":"attrData","type":1000}]}}
[2026-03-12 13:22:19] debug: 	zh:controller:endpoint: ZCL command 0x001788010916738d/2 msIlluminanceMeasurement.defaultRsp({"cmdId":10,"statusCode":0}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":1,"reservedBits":0,"transactionSequenceNumber":252,"writeUndiv":false})
[2026-03-12 13:22:19] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0x001788010916738d:49937/2 (0,0,1)
[2026-03-12 13:22:19] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":49937,"destendpoint":2,"srcendpoint":1,"clusterid":1024,"transid":99,"options":0,"radius":30,"len":5,"data":{"type":"Buffer","data":[24,252,11,10,0]}}
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:writer: --> frame [254,15,36,1,17,195,2,1,0,4,99,0,30,5,24,252,11,10,0,98]
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:22:19] debug: 	z2m: Received Zigbee message from 'Hue-Motiondetect', type 'attributeReport', cluster 'msIlluminanceMeasurement', data '{"measuredValue":19449}' from endpoint 2 with groupID 0
[2026-03-12 13:22:19] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue-Motiondetect', payload '{"battery":100,"illuminance":88,"illuminance_raw":19449,"led_indication":true,"linkquality":83,"motion_sensitivity":"low","occupancy":true,"occupancy_timeout":6403,"temperature":21.91,"update":{"installed_version":1124103169,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/Sensor-ATmega_0012.sbl-ota","latest_version":1124102917,"state":"idle"}}'
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2026-03-12 13:22:19] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,99,165]
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,99,165]
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,99] - 165
[2026-03-12 13:22:19] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":99}
[2026-03-12 13:22:19] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: <-- [254,5,69,196,17,195,1,53,63,93]
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: --- parseNext [254,5,69,196,17,195,1,53,63,93]
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: --> parsed 5 - 2 - 5 - 196 - [17,195,1,53,63] - 93
[2026-03-12 13:22:29] debug: 	zh:zstack:znp: <-- AREQ: ZDO - srcRtgInd
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: <-- [254,28,68,129,0,0,0,4,17,195,2,1,0,87,0,179,12,158,0,0,8,8,253,10,0,0,33,243,75,53,63,28,2]
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: --- parseNext [254,28,68,129,0,0,0,4,17,195,2,1,0,87,0,179,12,158,0,0,8,8,253,10,0,0,33,243,75,53,63,28,2]
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: --> parsed 28 - 2 - 4 - 129 - [0,0,0,4,17,195,2,1,0,87,0,179,12,158,0,0,8,8,253,10,0,0,33,243,75,53,63,28] - 2
[2026-03-12 13:22:29] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":1024,"srcaddr":49937,"srcendpoint":2,"dstendpoint":1,"wasbroadcast":0,"linkquality":87,"securityuse":0,"timestamp":10357939,"transseqnumber":0,"len":8,"data":{"type":"Buffer","data":[8,253,10,0,0,33,243,75]}}
[2026-03-12 13:22:29] debug: 	zh:controller: Received payload: clusterID=1024, address=49937, groupID=0, endpoint=2, destinationEndpoint=1, wasBroadcast=false, linkQuality=87, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":253,"commandIdentifier":10},"payload":[{"attrId":0,"dataType":33,"attrData":19443}],"command":{"ID":10,"name":"report","parameters":[{"name":"attrId","type":9},{"name":"dataType","type":8},{"name":"attrData","type":1000}]}}
[2026-03-12 13:22:29] debug: 	zh:controller:endpoint: ZCL command 0x001788010916738d/2 msIlluminanceMeasurement.defaultRsp({"cmdId":10,"statusCode":0}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":1,"reservedBits":0,"transactionSequenceNumber":253,"writeUndiv":false})
[2026-03-12 13:22:29] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0x001788010916738d:49937/2 (0,0,1)
[2026-03-12 13:22:29] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":49937,"destendpoint":2,"srcendpoint":1,"clusterid":1024,"transid":100,"options":0,"radius":30,"len":5,"data":{"type":"Buffer","data":[24,253,11,10,0]}}
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:writer: --> frame [254,15,36,1,17,195,2,1,0,4,100,0,30,5,24,253,11,10,0,100]
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:22:29] debug: 	z2m: Received Zigbee message from 'Hue-Motiondetect', type 'attributeReport', cluster 'msIlluminanceMeasurement', data '{"measuredValue":19443}' from endpoint 2 with groupID 0
[2026-03-12 13:22:29] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Hue-Motiondetect', payload '{"battery":100,"illuminance":88,"illuminance_raw":19443,"led_indication":true,"linkquality":87,"motion_sensitivity":"low","occupancy":true,"occupancy_timeout":6403,"temperature":21.91,"update":{"installed_version":1124103169,"latest_release_notes":null,"latest_source":"https://raw.githubusercontent.com/Koenkk/zigbee-OTA/master/images/Hue/Sensor-ATmega_0012.sbl-ota","latest_version":1124102917,"state":"idle"}}'
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2026-03-12 13:22:29] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,100,162]
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,100,162]
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,100] - 162
[2026-03-12 13:22:29] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":100}
[2026-03-12 13:22:29] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:22:39] debug: 	zh:zstack:unpi:parser: <-- [254,5,69,196,17,195,1,53,63,93]
[2026-03-12 13:22:39] debug: 	zh:zstack:unpi:parser: --- parseNext [254,5,69,196,17,195,1,53,63,93]
[2026-03-12 13:22:39] debug: 	zh:zstack:unpi:parser: --> parsed 5 - 2 - 5 - 196 - [17,195,1,53,63] - 93
[2026-03-12 13:22:39] debug: 	zh:zstack:znp: <-- AREQ: ZDO - srcRtgInd
[2026-03-12 13:22:39] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2026-03-12 13:22:39] debug: 	zh:zstack:unpi:parser: <-- [254,28,68,129,0,0,0,4,17,195,2,1,0,87,0,188,201,167,0,0,8,8,254,10,0,0,33,232,75,53,63,28,233]
[2026-03-12 13:22:39] debug: 	zh:zstack:unpi:parser: --- parseNext [254,28,68,129,0,0,0,4,17,195,2,1,0,87,0,188,201,167,0,0,8,8,254,10,0,0,33,232,75,53,63,28,233]
[2026-03-12 13:22:39] debug: 	zh:zstack:unpi:parser: --> parsed 28 - 2 - 4 - 129 - [0,0,0,4,17,195,2,1,0,87,0,188,201,167,0,0,8,8,254,10,0,0,33,232,75,53,63,28] - 233
